user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,price,status,email,username,raw_timestamp,store_id,revenue
1234,2026-03-22,North,Electronics,8008,Delhi,20,Premium,8588,Pending,user1234@example.com,user1234,2026-03-22 07:23:00,10,8008
1080,2026-04-23,East,Books,9166,Hyderabad,58,Basic,11168,Pending,user1080@example.com,user1080,2026-04-23 23:35:00,5,9166
1139,2026-03-14,South,Furniture,3835,Bengaluru,48,Basic,,Completed,user1139@example.com,user1139,2026-03-14 01:00:00,11,3835
1394,2026-02-03,East,Clothing,7739,Kolkata,51,Premium,2132,Pending,user1394@example.com,user1394,2026-02-03 18:35:00,5,7739
1220,2026-02-02,North,Furniture,6474,Hyderabad,38,Premium,11474,Completed,user1220@example.com,user1220,2026-02-02 13:39:00,5,6474
1121,2026-02-11,South,Groceries,906,Mumbai,37,Basic,11275,Cancelled,user1121@example.com,user1121,2026-02-11 12:55:00,2,906
1240,2026-02-26,South,Groceries,6228,Bengaluru,30,Premium,687,,user1240@example.com,user1240,2026-02-26 08:22:00,17,6228
1204,2026-06-23,East,Electronics,2389,Bengaluru,27,Basic,926,,user1204@example.com,user1204,2026-06-23 13:38:00,17,2389
1059,2026-04-09,South,Furniture,1227,Kolkata,16,Premium,6267,Completed,user1059@example.com,user1059,2026-04-09 19:20:00,4,1227
1368,2026-03-18,East,Groceries,5844,Kolkata,60,Basic,9383,Pending,user1368@example.com,user1368,2026-03-18 21:47:00,6,5844
1315,2026-05-26,East,Groceries,9477,Hyderabad,35,Basic,3743,Cancelled,user1315@example.com,user1315,2026-05-26 06:32:00,16,9477
1376,2026-02-13,North,Furniture,8945,Pune,21,Premium,11323,Pending,user1376@example.com,user1376,2026-02-13 01:15:00,16,8945
1312,2026-01-19,West,Groceries,9931,Chennai,60,Basic,8399,Pending,user1312@example.com,user1312,2026-01-19 03:49:00,14,9931
1112,2026-02-15,West,Electronics,9632,Chennai,23,Basic,2484,Cancelled,user1112@example.com,user1112,2026-02-15 19:52:00,17,9632
1218,2026-05-21,West,Clothing,8277,Ahmedabad,32,Premium,10747,,user1218@example.com,user1218,2026-05-21 02:45:00,10,8277
1120,2026-03-11,East,Furniture,9349,Delhi,24,Premium,4088,Pending,user1120@example.com,user1120,2026-03-11 13:21:00,18,9349
1238,2026-04-17,North,Clothing,7383,Kolkata,53,Premium,9732,,,user1238,2026-04-17 12:54:00,14,7383
1275,2026-05-20,South,Groceries,4095,Bengaluru,43,Basic,775,Cancelled,user1275@example.com,user1275,2026-05-20 23:10:00,15,4095
1065,2026-06-09,North,Groceries,9746,Hyderabad,21,Basic,2523,Pending,user1065@example.com,user1065,2026-06-09 06:29:00,11,9746
1172,2026-04-08,East,Groceries,4633,Delhi,46,Premium,,Cancelled,user1172@example.com,user1172,2026-04-08 20:02:00,1,4633
1126,2026-02-21,North,Books,2996,Chennai,24,Basic,11268,Pending,user1126@example.com,user1126,2026-02-21 11:10:00,20,2996
1310,2026-01-30,South,Furniture,2271,Hyderabad,35,Basic,6798,Completed,user1310@example.com,user1310,2026-01-30 07:06:00,10,2271
1350,2026-06-03,North,Books,1172,Pune,50,Basic,11138,Completed,user1350@example.com,user1350,2026-06-03 13:52:00,16,1172
1054,2026-04-21,East,Groceries,3006,Kolkata,27,Basic,10391,,user1054@example.com,user1054,2026-04-21 18:17:00,11,3006
1125,2026-01-23,East,Groceries,4495,Ahmedabad,52,Basic,,,user1125@example.com,user1125,2026-01-23 06:22:00,9,4495
1174,2026-03-13,East,Books,666,Chennai,21,Premium,6958,Pending,user1174@example.com,user1174,2026-03-13 15:28:00,1,666
1047,2026-03-17,South,Groceries,4486,Bengaluru,58,Basic,8053,Cancelled,user1047@example.com,user1047,2026-03-17 10:22:00,15,4486
1138,2026-03-20,East,Clothing,2476,Chennai,36,Premium,9079,Pending,user1138@example.com,user1138,2026-03-20 23:37:00,17,2476
1305,2026-03-14,North,Clothing,5353,Chennai,39,Premium,,Pending,user1305@example.com,user1305,2026-03-14 17:18:00,5,5353
1326,2026-05-06,North,Electronics,9905,Bengaluru,46,Basic,7516,Pending,user1326@example.com,user1326,2026-05-06 15:07:00,3,9905
1205,2026-05-06,North,Books,1378,Mumbai,25,Basic,1695,Completed,user1205@example.com,user1205,2026-05-06 19:50:00,20,1378
1115,2026-05-14,West,Groceries,7753,Bengaluru,53,Basic,5303,Completed,user1115@example.com,user1115,2026-05-14 06:40:00,7,7753
1135,2026-06-19,North,Clothing,4429,Mumbai,51,Premium,,,user1135@example.com,user1135,2026-06-19 09:02:00,8,4429
1147,2026-06-30,East,Groceries,1666,Chennai,32,Premium,7265,Pending,user1147@example.com,user1147,2026-06-30 04:04:00,2,1666
1084,2026-03-20,East,Groceries,2537,Ahmedabad,60,Basic,11764,Cancelled,user1084@example.com,user1084,2026-03-20 02:38:00,2,2537
1221,2026-03-24,East,Electronics,1996,Chennai,59,Premium,11314,Completed,user1221@example.com,user1221,2026-03-24 16:41:00,15,1996
1142,2026-02-16,West,Groceries,1994,Ahmedabad,38,Basic,5760,Completed,user1142@example.com,user1142,2026-02-16 22:31:00,10,1994
1339,2026-04-13,North,Groceries,1942,Pune,32,Basic,2199,Completed,user1339@example.com,user1339,2026-04-13 13:03:00,7,1942
1265,2026-04-03,West,Groceries,1345,Chennai,33,Premium,5019,,user1265@example.com,user1265,2026-04-03 19:51:00,8,1345
1363,2026-02-10,East,Books,724,Kolkata,21,Premium,2158,Completed,user1363@example.com,user1363,2026-02-10 22:18:00,17,724
1361,2026-03-11,West,Groceries,8236,Chennai,45,Premium,6584,Pending,user1361@example.com,user1361,2026-03-11 13:21:00,17,8236
1136,2026-01-01,East,Furniture,8522,Mumbai,44,Basic,5954,,user1136@example.com,user1136,2026-01-01 06:44:00,8,8522
1292,2026-04-09,South,Groceries,1215,Pune,46,Basic,6625,,user1292@example.com,user1292,2026-04-09 18:21:00,4,1215
1225,2026-01-26,West,Electronics,2861,Kolkata,57,Premium,1525,Cancelled,user1225@example.com,user1225,2026-01-26 20:05:00,11,2861
1345,2026-05-17,West,Furniture,8494,Hyderabad,55,Premium,4146,Pending,user1345@example.com,user1345,2026-05-17 03:48:00,4,8494
1227,2026-02-12,East,Electronics,1253,Pune,19,Basic,6173,,user1227@example.com,user1227,2026-02-12 18:43:00,6,1253
1087,2026-02-14,North,Books,6767,Chennai,47,Premium,4104,Cancelled,user1087@example.com,user1087,2026-02-14 14:57:00,10,6767
1346,2026-05-20,South,Electronics,7737,Pune,53,Basic,10768,Cancelled,user1346@example.com,user1346,2026-05-20 12:54:00,16,7737
1054,2026-03-02,West,Books,6381,Bengaluru,60,Basic,659,Cancelled,,user1054,2026-03-02 23:03:00,20,6381
1381,2026-05-08,East,Clothing,6272,Chennai,56,Premium,10472,Pending,user1381@example.com,user1381,2026-05-08 20:02:00,10,6272
1225,2026-01-09,East,Clothing,1976,Bengaluru,36,Basic,3177,Pending,user1225@example.com,user1225,2026-01-09 11:33:00,17,1976
1139,2026-02-12,East,Groceries,5335,Pune,23,Basic,1533,Pending,user1139@example.com,user1139,2026-02-12 12:54:00,18,5335
1187,2026-01-24,West,Electronics,4832,Delhi,45,Basic,11323,,user1187@example.com,user1187,2026-01-24 03:43:00,8,4832
1241,2026-01-07,East,Books,4126,Delhi,56,Basic,11786,,user1241@example.com,user1241,2026-01-07 01:19:00,16,4126
1059,2026-01-25,South,Books,2722,Kolkata,45,Basic,11285,,user1059@example.com,user1059,2026-01-25 13:41:00,4,2722
1250,2026-06-07,West,Furniture,1036,Pune,29,Basic,7585,Cancelled,user1250@example.com,user1250,2026-06-07 17:57:00,12,1036
1031,2026-04-12,East,Clothing,2501,Ahmedabad,21,Premium,10813,Completed,user1031@example.com,user1031,2026-04-12 04:50:00,19,2501
1105,2026-01-18,South,Books,4038,Chennai,37,Premium,,Cancelled,user1105@example.com,user1105,2026-01-18 04:34:00,9,4038
1089,2026-01-29,North,Clothing,743,Pune,31,Basic,558,Cancelled,user1089@example.com,user1089,2026-01-29 16:07:00,3,743
1243,2026-04-25,East,Books,2286,Ahmedabad,48,Premium,,Cancelled,user1243@example.com,user1243,2026-04-25 01:30:00,13,2286
1218,2026-06-25,North,Groceries,7767,Delhi,21,Basic,10266,Completed,user1218@example.com,user1218,2026-06-25 18:35:00,11,7767
1195,2026-06-02,East,Groceries,8782,Kolkata,22,Premium,11026,Pending,user1195@example.com,user1195,2026-06-02 13:21:00,15,8782
1204,2026-04-17,North,Furniture,7492,Pune,58,Basic,6432,,user1204@example.com,user1204,2026-04-17 02:27:00,4,7492
1381,2026-04-06,South,Books,1482,Pune,58,Premium,7030,,user1381@example.com,user1381,2026-04-06 09:38:00,10,1482
1180,2026-01-27,South,Clothing,8400,Chennai,22,Basic,9413,Completed,user1180@example.com,user1180,2026-01-27 13:54:00,18,8400
1392,2026-06-09,North,Books,4881,Hyderabad,27,Basic,11813,Cancelled,user1392@example.com,user1392,2026-06-09 04:36:00,13,4881
1035,2026-02-06,North,Electronics,9191,Chennai,40,Basic,7732,Pending,user1035@example.com,user1035,2026-02-06 18:38:00,3,9191
1026,2026-02-09,South,Books,1315,Delhi,33,Basic,11145,,user1026@example.com,user1026,2026-02-09 06:48:00,17,1315
1058,2026-03-30,West,Electronics,5140,Ahmedabad,49,Basic,1044,,user1058@example.com,user1058,2026-03-30 06:19:00,7,5140
1392,2026-02-05,East,Furniture,5875,Delhi,16,Basic,7355,Pending,user1392@example.com,user1392,2026-02-05 16:35:00,12,5875
1036,2026-04-12,North,Groceries,807,Ahmedabad,20,Basic,9733,,user1036@example.com,user1036,2026-04-12 03:25:00,1,807
1166,2026-02-13,West,Furniture,1943,Kolkata,22,Premium,7438,,user1166@example.com,user1166,2026-02-13 09:47:00,11,1943
1113,2026-03-27,South,Electronics,8863,Delhi,49,Premium,6024,Pending,user1113@example.com,user1113,2026-03-27 06:11:00,20,8863
1078,2026-06-17,North,Clothing,8595,Ahmedabad,52,Basic,11459,Cancelled,user1078@example.com,user1078,2026-06-17 04:28:00,3,8595
1240,2026-04-24,East,Furniture,1420,Pune,48,Premium,5385,,,user1240,2026-04-24 09:04:00,3,1420
1314,2026-06-02,West,Groceries,9581,Hyderabad,44,Premium,5567,,user1314@example.com,user1314,2026-06-02 14:06:00,11,9581
1365,2026-01-22,South,Electronics,4559,Ahmedabad,44,Premium,6262,Cancelled,user1365@example.com,user1365,2026-01-22 21:38:00,2,4559
1323,2026-06-15,East,Electronics,5901,Delhi,51,Basic,4955,Pending,user1323@example.com,user1323,2026-06-15 04:58:00,12,5901
1158,2026-06-17,West,Clothing,1888,Bengaluru,51,Basic,10842,Pending,user1158@example.com,user1158,2026-06-17 23:43:00,17,1888
1047,2026-06-15,West,Books,6428,Hyderabad,39,Basic,3253,Cancelled,user1047@example.com,user1047,2026-06-15 07:08:00,5,6428
1039,2026-03-17,North,Books,9343,Hyderabad,58,Basic,10425,,user1039@example.com,user1039,2026-03-17 22:49:00,20,9343
1084,2026-04-23,North,Groceries,6468,Chennai,44,Basic,7655,Pending,user1084@example.com,user1084,2026-04-23 15:57:00,7,6468
1188,2026-06-23,West,Groceries,5116,Kolkata,48,Basic,2955,Pending,user1188@example.com,user1188,2026-06-23 15:55:00,12,5116
1283,2026-01-27,North,Furniture,1874,Mumbai,33,Basic,8710,,user1283@example.com,user1283,2026-01-27 14:56:00,12,1874
1013,2026-04-17,North,Groceries,8724,Pune,31,Basic,1637,Pending,,user1013,2026-04-17 22:41:00,11,8724
1074,2026-02-05,North,Furniture,8240,Mumbai,46,Basic,,Completed,,user1074,2026-02-05 04:35:00,20,8240
1270,2026-04-19,North,Furniture,4393,Bengaluru,23,Premium,4206,,user1270@example.com,user1270,2026-04-19 15:38:00,18,4393
1008,2026-06-11,South,Clothing,5272,Kolkata,16,Basic,4241,,user1008@example.com,user1008,2026-06-11 16:23:00,3,5272
1269,2026-05-20,North,Groceries,8202,Hyderabad,56,Basic,6416,Completed,user1269@example.com,user1269,2026-05-20 07:46:00,4,8202
1395,2026-05-29,East,Clothing,1226,Pune,50,Basic,10831,,user1395@example.com,user1395,2026-05-29 05:51:00,5,1226
1032,2026-04-28,North,Furniture,3802,Hyderabad,28,Premium,5470,,user1032@example.com,user1032,2026-04-28 08:02:00,7,3802
1146,2026-04-02,North,Furniture,4976,Delhi,39,Basic,6853,,user1146@example.com,user1146,2026-04-02 22:31:00,12,4976
1265,2026-03-10,North,Groceries,1793,Kolkata,54,Premium,9237,Cancelled,user1265@example.com,user1265,2026-03-10 09:19:00,15,1793
1308,2026-04-20,South,Groceries,6259,Ahmedabad,18,Basic,10373,Cancelled,user1308@example.com,user1308,2026-04-20 01:04:00,13,6259
1186,2026-05-12,South,Electronics,2839,Ahmedabad,18,Premium,1401,Cancelled,user1186@example.com,user1186,2026-05-12 01:38:00,5,2839
1347,2026-04-26,East,Furniture,7773,Delhi,52,Premium,8974,,user1347@example.com,user1347,2026-04-26 03:01:00,6,7773
1255,2026-05-13,West,Books,2429,Bengaluru,32,Basic,3815,Cancelled,user1255@example.com,user1255,2026-05-13 06:07:00,5,2429
1037,2026-04-26,South,Groceries,1938,Pune,58,Basic,11925,Cancelled,user1037@example.com,user1037,2026-04-26 22:45:00,6,1938
1185,2026-05-11,South,Electronics,3792,Mumbai,31,Basic,730,Cancelled,user1185@example.com,user1185,2026-05-11 04:39:00,3,3792
1033,2026-03-21,West,Groceries,9112,Kolkata,42,Premium,2353,Completed,user1033@example.com,user1033,2026-03-21 11:08:00,18,9112
1327,2026-05-31,South,Clothing,7588,Hyderabad,23,Premium,5282,Pending,user1327@example.com,user1327,2026-05-31 11:33:00,10,7588
1040,2026-03-06,South,Books,4996,Mumbai,56,Basic,10366,Completed,user1040@example.com,user1040,2026-03-06 18:09:00,6,4996
1337,2026-06-09,East,Books,1174,Hyderabad,21,Premium,10809,Cancelled,user1337@example.com,user1337,2026-06-09 13:39:00,1,1174
1254,2026-06-10,East,Furniture,8412,Chennai,59,Basic,5173,Completed,user1254@example.com,user1254,2026-06-10 13:30:00,15,8412
1104,2026-03-29,South,Furniture,5731,Pune,41,Premium,6370,Completed,user1104@example.com,user1104,2026-03-29 08:28:00,8,5731
1072,2026-01-25,North,Furniture,6793,Kolkata,31,Premium,5664,Cancelled,user1072@example.com,user1072,2026-01-25 16:29:00,16,6793
1157,2026-05-08,North,Electronics,6942,Ahmedabad,31,Premium,9857,Completed,user1157@example.com,user1157,2026-05-08 20:43:00,16,6942
1146,2026-05-18,North,Electronics,7560,Mumbai,32,Basic,6906,Completed,user1146@example.com,user1146,2026-05-18 06:23:00,18,7560
1147,2026-01-19,West,Books,7878,Bengaluru,55,Premium,2408,,user1147@example.com,user1147,2026-01-19 17:23:00,5,7878
1101,2026-06-04,West,Books,1159,Hyderabad,18,Premium,11991,,user1101@example.com,user1101,2026-06-04 16:08:00,11,1159
1313,2026-03-23,South,Groceries,5402,Pune,48,Basic,11911,Cancelled,user1313@example.com,,2026-03-23 10:43:00,4,5402
1213,2026-05-30,East,Electronics,8275,Bengaluru,57,Premium,1141,,user1213@example.com,user1213,2026-05-30 19:49:00,13,8275
1075,2026-06-24,South,Electronics,9880,Delhi,28,Premium,7525,,user1075@example.com,user1075,2026-06-24 13:32:00,20,9880
1241,2026-01-16,South,Books,3897,Pune,58,Basic,8909,Cancelled,user1241@example.com,user1241,2026-01-16 17:21:00,18,3897
1181,2026-06-23,East,Books,8432,Chennai,31,Basic,9443,Pending,user1181@example.com,user1181,2026-06-23 09:45:00,7,8432
1353,2026-06-30,West,Furniture,8361,Pune,51,Basic,5015,,user1353@example.com,user1353,2026-06-30 11:49:00,5,8361
1148,2026-01-11,East,Electronics,6174,Ahmedabad,57,Basic,8149,Pending,user1148@example.com,user1148,2026-01-11 17:44:00,9,6174
1070,2026-01-28,South,Clothing,1331,Chennai,56,Premium,1160,,user1070@example.com,user1070,2026-01-28 21:49:00,5,1331
1002,2026-05-21,South,Groceries,8293,Ahmedabad,57,Premium,5006,Cancelled,user1002@example.com,user1002,2026-05-21 02:41:00,19,8293
1118,2026-05-17,North,Clothing,7346,Mumbai,18,Basic,8416,Cancelled,user1118@example.com,,2026-05-17 18:38:00,4,7346
1171,2026-03-14,West,Books,9090,Ahmedabad,24,Basic,4770,Completed,user1171@example.com,user1171,2026-03-14 20:16:00,6,9090
1007,2026-03-28,East,Books,3664,Mumbai,55,Basic,7307,Cancelled,user1007@example.com,user1007,2026-03-28 05:08:00,16,3664
1165,2026-03-05,North,Furniture,6784,Chennai,44,Basic,5700,Completed,user1165@example.com,user1165,2026-03-05 07:03:00,4,6784
1238,2026-03-20,South,Groceries,8733,Bengaluru,60,Premium,10764,Cancelled,user1238@example.com,user1238,2026-03-20 04:30:00,5,8733
1232,2026-06-05,East,Groceries,9498,Ahmedabad,50,Premium,4354,Completed,user1232@example.com,user1232,2026-06-05 11:04:00,19,9498
1057,2026-01-16,South,Books,9292,Mumbai,26,Basic,8825,Completed,user1057@example.com,user1057,2026-01-16 15:05:00,17,9292
1228,2026-01-15,West,Clothing,8909,Kolkata,45,Premium,9455,Cancelled,user1228@example.com,user1228,2026-01-15 00:47:00,7,8909
1296,2026-01-19,North,Groceries,6144,Delhi,50,Premium,1430,Completed,user1296@example.com,user1296,2026-01-19 04:49:00,14,6144
1191,2026-04-08,West,Groceries,6654,Delhi,59,Premium,11007,Completed,user1191@example.com,user1191,2026-04-08 16:08:00,8,6654
1001,2026-01-06,East,Groceries,9420,Kolkata,50,Basic,4062,,user1001@example.com,user1001,2026-01-06 23:48:00,4,9420
1016,2026-06-19,West,Books,756,Chennai,29,Premium,1953,Completed,user1016@example.com,user1016,2026-06-19 01:15:00,2,756
1205,2026-04-23,South,Books,4059,Hyderabad,24,Basic,4136,Cancelled,user1205@example.com,user1205,2026-04-23 10:15:00,10,4059
1073,2026-06-19,South,Groceries,5423,Bengaluru,19,Premium,10556,,,user1073,2026-06-19 20:42:00,13,5423
1268,2026-03-23,West,Groceries,2944,Bengaluru,40,Premium,9113,Pending,user1268@example.com,user1268,2026-03-23 22:09:00,15,2944
1029,2026-05-24,West,Groceries,9630,Mumbai,40,Premium,4477,Cancelled,user1029@example.com,user1029,2026-05-24 11:05:00,18,9630
1370,2026-02-18,North,Furniture,6679,Hyderabad,20,Premium,9926,Pending,user1370@example.com,user1370,2026-02-18 10:19:00,1,6679
1108,2026-02-18,North,Groceries,4474,Chennai,41,Premium,9345,Cancelled,user1108@example.com,user1108,2026-02-18 11:19:00,9,4474
1184,2026-05-12,West,Groceries,2115,Ahmedabad,36,Premium,6373,,,user1184,2026-05-12 23:09:00,1,2115
1133,2026-05-22,West,Furniture,2997,Chennai,37,Premium,6523,Pending,user1133@example.com,user1133,2026-05-22 21:21:00,9,2997
1390,2026-05-06,West,Groceries,3256,Pune,26,Premium,9254,Pending,user1390@example.com,user1390,2026-05-06 20:03:00,17,3256
1017,2026-01-20,North,Electronics,7256,Mumbai,56,Premium,1413,Completed,user1017@example.com,user1017,2026-01-20 01:39:00,20,7256
1247,2026-06-18,West,Electronics,608,Kolkata,16,Premium,8973,Cancelled,,user1247,2026-06-18 21:27:00,6,608
1054,2026-01-25,South,Clothing,3644,Bengaluru,38,Basic,6802,Cancelled,user1054@example.com,user1054,2026-01-25 07:44:00,8,3644
1153,2026-06-25,North,Electronics,2031,Kolkata,40,Basic,9355,Completed,user1153@example.com,user1153,2026-06-25 02:31:00,14,2031
1330,2026-03-26,North,Books,1197,Chennai,29,Basic,,Completed,user1330@example.com,user1330,2026-03-26 17:36:00,2,1197
1091,2026-03-22,North,Clothing,2862,Kolkata,20,Basic,2961,Pending,user1091@example.com,user1091,2026-03-22 21:57:00,18,2862
1169,2026-04-09,South,Electronics,8704,Pune,19,Premium,7461,Completed,user1169@example.com,user1169,2026-04-09 19:25:00,11,8704
1015,2026-06-12,East,Groceries,8538,Chennai,38,Basic,7375,,user1015@example.com,user1015,2026-06-12 07:45:00,3,8538
1042,2026-03-10,South,Groceries,3027,Kolkata,36,Basic,2045,Completed,user1042@example.com,user1042,2026-03-10 08:06:00,5,3027
1044,2026-02-17,West,Groceries,9625,Kolkata,22,Premium,1768,Completed,user1044@example.com,user1044,2026-02-17 12:00:00,10,9625
1211,2026-04-10,North,Books,4477,Mumbai,59,Basic,3077,Cancelled,user1211@example.com,user1211,2026-04-10 02:10:00,14,4477
1141,2026-04-18,East,Groceries,1760,Pune,32,Premium,10540,Pending,user1141@example.com,user1141,2026-04-18 00:25:00,11,1760
1317,2026-04-08,East,Groceries,5984,Kolkata,57,Premium,5222,Pending,user1317@example.com,user1317,2026-04-08 12:20:00,10,5984
1376,2026-06-27,West,Books,4471,Pune,40,Basic,6737,Completed,user1376@example.com,user1376,2026-06-27 17:11:00,18,4471
1013,2026-04-29,South,Groceries,5273,Delhi,42,Basic,2580,Pending,user1013@example.com,user1013,2026-04-29 13:50:00,13,5273
1037,2026-04-25,West,Books,7066,Kolkata,50,Premium,6190,Completed,user1037@example.com,user1037,2026-04-25 21:22:00,6,7066
1331,2026-06-06,North,Books,7047,Pune,43,Premium,472,Cancelled,user1331@example.com,user1331,2026-06-06 17:37:00,19,7047
1113,2026-04-25,East,Groceries,8086,Mumbai,38,Premium,8209,Cancelled,user1113@example.com,user1113,2026-04-25 03:53:00,5,8086
1178,2026-03-21,East,Groceries,3889,Ahmedabad,38,Basic,1899,,user1178@example.com,user1178,2026-03-21 22:07:00,1,3889
1175,2026-06-15,North,Clothing,4496,Mumbai,51,Premium,5722,,user1175@example.com,user1175,2026-06-15 12:40:00,6,4496
1095,2026-06-13,West,Groceries,978,Chennai,44,Basic,,Pending,user1095@example.com,user1095,2026-06-13 02:36:00,4,978
1274,2026-02-17,East,Furniture,3728,Ahmedabad,23,Basic,11288,Cancelled,user1274@example.com,user1274,2026-02-17 18:07:00,12,3728
1180,2026-04-28,South,Furniture,1888,Mumbai,36,Premium,4208,Completed,user1180@example.com,user1180,2026-04-28 16:24:00,14,1888
1305,2026-02-05,West,Groceries,3543,Ahmedabad,56,Premium,9391,,user1305@example.com,user1305,2026-02-05 14:39:00,2,3543
1183,2026-01-03,West,Clothing,3696,Kolkata,51,Basic,7003,,user1183@example.com,user1183,2026-01-03 05:05:00,19,3696
1015,2026-02-26,East,Electronics,5003,Chennai,50,Basic,3055,,user1015@example.com,user1015,2026-02-26 03:17:00,18,5003
1187,2026-05-19,North,Groceries,9451,Chennai,43,Premium,11009,Cancelled,user1187@example.com,,2026-05-19 08:22:00,3,9451
1224,2026-01-31,South,Clothing,6244,Kolkata,26,Premium,3685,Completed,user1224@example.com,user1224,2026-01-31 19:34:00,6,6244
1165,2026-06-30,East,Furniture,9883,Bengaluru,48,Premium,2521,Completed,user1165@example.com,user1165,2026-06-30 04:44:00,5,9883
1127,2026-02-07,East,Clothing,6934,Ahmedabad,25,Basic,10586,,user1127@example.com,user1127,2026-02-07 02:25:00,17,6934
1383,2026-03-13,East,Groceries,8496,Pune,53,Premium,1826,Cancelled,user1383@example.com,user1383,2026-03-13 12:13:00,14,8496
1108,2026-05-07,East,Furniture,5146,Pune,51,Premium,9575,Cancelled,user1108@example.com,user1108,2026-05-07 01:06:00,15,5146
1008,2026-02-01,South,Groceries,7979,Hyderabad,43,Premium,11581,Cancelled,user1008@example.com,user1008,2026-02-01 08:05:00,12,7979
1128,2026-01-22,East,Clothing,1348,Kolkata,56,Basic,11759,,user1128@example.com,user1128,2026-01-22 00:13:00,16,1348
1039,2026-02-03,South,Books,7791,Hyderabad,16,Basic,2275,Pending,user1039@example.com,user1039,2026-02-03 02:46:00,4,7791
1052,2026-03-22,East,Furniture,2746,Kolkata,24,Premium,1420,Completed,user1052@example.com,user1052,2026-03-22 11:46:00,7,2746
1321,2026-02-08,West,Books,7748,Chennai,21,Premium,2593,,user1321@example.com,user1321,2026-02-08 04:15:00,9,7748
1330,2026-01-22,South,Books,5168,Hyderabad,58,Basic,3666,Pending,user1330@example.com,user1330,2026-01-22 01:50:00,8,5168
1253,2026-04-09,North,Clothing,8685,Delhi,49,Premium,6216,Pending,user1253@example.com,user1253,2026-04-09 13:23:00,18,8685
1349,2026-02-14,West,Electronics,773,Delhi,16,Basic,,Completed,user1349@example.com,user1349,2026-02-14 09:40:00,17,773
1392,2026-04-17,West,Groceries,1850,Mumbai,33,Premium,5377,Pending,user1392@example.com,user1392,2026-04-17 10:25:00,19,1850
1324,2026-06-16,North,Furniture,7667,Chennai,19,Premium,1712,Completed,user1324@example.com,user1324,2026-06-16 09:42:00,6,7667
1061,2026-01-04,South,Electronics,3184,Ahmedabad,38,Basic,3035,Pending,user1061@example.com,user1061,2026-01-04 23:56:00,4,3184
1394,2026-01-08,East,Groceries,4956,Delhi,32,Premium,8428,Cancelled,user1394@example.com,user1394,2026-01-08 05:23:00,6,4956
1130,2026-01-27,North,Clothing,8836,Hyderabad,18,Premium,,,user1130@example.com,user1130,2026-01-27 05:59:00,2,8836
1283,2026-06-17,West,Clothing,5772,Chennai,42,Basic,4744,Cancelled,user1283@example.com,user1283,2026-06-17 01:11:00,8,5772
